 గుజరాత్ లో అనాథగా పడివున్న పప్పు శుక్లా మృతదేహాన్ని అతను తిండి పెట్టి పోషించిన కుక్కలు చుట్టుముట్టి రక్షిస్తున్న దృశ్యం.ఫాక్ట్ (నిజం): ఫోటోలోని కనిపిస్తున్న ఘటన చోటుచేసుకుంది యెమెన్ దేశంలో^ భారత దేశంలోని  గుజరాత్ రాష్ట్రంలో కాదు. యెమెన్ దేశానికి చెందిన ఇస్మాయిల్ హది అనే వ్యక్తి మృతదేహం రోడ్డు పై అనాధగా పడి ఉన్నప్పుడు^ అతను రోజు తిండి పెట్టి పోషించిన కుక్కలు అతన్ని ఆప్యాయంగా చుట్టుముట్టిన దృశ్యం ఇదని విశ్లేషణలో తెలిసింది. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,https://factly.in/telugu-this-image-of-dogs-surrounding-a-dead-man-on-the-street-is-from-yemen-not-gujarat/
 మహమ్మద్ ప్రవక్తని ఫ్రాన్స్ ప్రెసిడెంట్ ఇమ్మాన్యుయెల్‌ మాక్రాన్ కించపరిచినందుకు సుడాన్ లోని ఫ్రాన్స్ ఎంబసీని సుడాన్ ప్రజలు తగలబెట్టిన వీడియో.ఫాక్ట్(నిజం): ఈ వీడియో 2012లో సుడాన్ లో ఒక సినిమాలో మొహమ్మద్ ప్రవక్తని కించపరిచడాన్ని వ్యతిరేకిస్తూ సుడాన్ లో ఆందోళనకారులు బ్రిటన్^ అమెరికా మరియు జర్మనీ రాయబార కార్యాలయాలను ముట్టడించిన సందర్భంలో జర్మనీ ఎంబసీకి ఆందోళనకారులు నిప్పంటించినప్పటిది. ఈ వీడియోకి ఇప్పుడు ఫ్రాన్స్ ప్రెసిడెంట్ ఇస్లాంపై చేసిన వ్యాఖ్యలకు వ్యతిరేకంగా జరుగుతున్న నిరసనలకు ఎటువంటి సంబంధంలేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-video-of-an-embassy-being-set-on-fire-is-an-old-2012-video-from-sudan/
 ఫ్రాన్స్ లో పౌరసత్వ చట్టానికి వ్యతరేకంగా జరిగిన నిరసనలను ఫ్రెంచ్ పోలీసులు ఇలా టియర్ గ్యాస్ తో చెదరగొట్టిన వీడియో.ఫాక్ట్(నిజం): ఈ వీడియో 2012లో టర్కీలోని హక్కరిలో కొందరు విద్యార్థులు జైళ్లలో ఖైదీలు చేపట్టిన నిరాహార దీక్షలకు మద్దతుగా రోడ్డుపైన ప్రార్ధనలు నిర్వహిస్తుండగా పోలీసులు వారిని టియర్ గ్యాస్^ వాటర్ క్యాన్స్ తో చెదరగొట్టిన ఘటనకు సంబంధించింది. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-photo-is-from-the-2012-protests-in-turkey-and-have-nothing-to-do-with-the-current-protests-in-france/
 ఫ్రాన్స్ అధ్యక్షుడు ఇమ్మాన్యుయెల్‌‌ మాక్రోన్‌ పై ఒక ముస్లిం నిరసనకారుడు ఇటీవల కోడిగుడ్డుతో దాడి చేసిన దృశ్యం.ఫాక్ట్ (నిజం): పోస్టులో షేర్ చేసిన వీడియోలోని ఆ ఘటన 2017లో జరిగింది. ఇమ్మాన్యుయెల్‌‌‌ మాక్రోన్‌  ఫ్రాన్స్ అధ్యక్ష పదవి కోసం పోటిచేస్తున్న సమయంలో పారిస్ నగరంలో జరిగిన అగ్రికల్చర్ ఫెయిర్ ని సందర్షించినప్పుడు ఈ ఘటన జరిగింది. వీడియోలోని ఈ ఘటనకి ఇటీవల ముస్లిం దేశాలు ఫ్రాన్స్ కి వ్యతిరేకంగా చేస్తున్న నిరసనలకి  ఎటువంటి సంబంధం లేదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,https://factly.in/telugu-old-video-of-emmanuel-macron-being-egged-is-shared-as-a-recent-incident/
 ఫ్రాన్స్ కి వ్యతిరేకంగా ముస్లిం ప్రజలు చేస్తున్న ఉద్యమాల వీడియోలు.,https://factly.in/telugu-old-videos-are-now-shared-as-muslim-protests-against-the-french-government-in-chechnya/
 లేని రూల్ గురించి చెప్తూ ఓటర్లతో ఇప్పటి నుండే దొంగ ఓట్లను వేయిస్తున్న ఎన్నికల అధికారులు.,https://factly.in/telugu-new-rules-allow-covid-19-positive-suspect-or-above-80-years-or-pwd-electors-to-use-postal-ballot-facility/
 2013లో పాట్నాలో బాంబు దాడులకి పాల్పడిన ఉగ్రవాది కాంగ్రెస్ పార్టీ తరపున బీహార్ లో నామినేషన్ వేస్తుండగా అరెస్ట్ చేసిన పోలీసులు.,https://factly.in/telugu-this-person-is-neither-a-congress-party-contestant-nor-the-accused-in-2013-bomb-blasts-in-patna/
 కొడగు జిల్లా కలెక్టర్ ని ప్రజలు సన్మానిస్తున్న వీడియో.,https://factly.in/telugu-safe-shop-india-e-commerce-company-executive-is-now-falsely-portrayed-as-kodagu-district-collector/
 మహాత్మా గాంధీ అమ్మాయిలతో చనువుగా ఉంటూ డాన్స్ చేస్తున్న ఫోటో.,https://factly.in/telugu-fake-photos-shared-as-mahatma-gandhi-moving-closely-with-women/
statement,link
 బీహార్ లో 2020 ఎన్నికలలో యోగి ఆదిత్యనాథ్ సభకి వచ్చిన జన సమూహం.,https://factly.in/telugu-2014-photo-of-pm-modis-public-meeting-in-kolkata-shared-as-yogis-public-meeting-in-bihar/
 ఇటీవలే ఫ్రాన్స్ లో తల నరికివేయబడ్డ వ్యక్తి వలసదారుల్ని ఆహ్వానిస్తున్న ఫోటో.,https://factly.in/telugu-the-person-in-this-photo-is-not-the-decapitated-france-teacher-samuel-paty/
 అమెరికాలో తెలుగును అధికారిక భాషగా గుర్తించారు.ఫాక్ట్(నిజం): అమెరికాలో తెలుగే కాకుండా ఇంకా ఏ భాషని కూడా అధికారిక భాషగా గుర్తించలేదు. కాకపోతే కొన్ని రాష్ట్రాలకు అధికారిక బాషాలున్నప్పటికీ^ ఏ రాష్ట్రంలో కూడా తెలుగును అధికారిక భాషగా గుర్తించలేదు. ఎన్నికలకి సంబంధించి కొన్ని పత్రాలను తెలుగులో కూడా అందుబాటులో ఉంచిన మాట నిజమైనప్పటికీ^ అది కేవలం కొన్ని ప్రాంతాలకు మాత్రమే పరిమితమైంది. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-the-telugu-language-is-not-recognized-as-official-language-of-usa/
 పాకిస్తాన్ లో ఒక సైనికున్ని పోలీసులు కొడుతుండగా ప్రజలు సైనికులకు మద్దతు తెలుపుతున్న ఫోటో. ఫాక్ట్(నిజం): ఈ ఫోటో 2016 పాకిస్తాన్ లోని ఖైబర్-పఖ్తున్ఖ్వా లో నేషనల్ హైవే అండ్ మోటార్వే పోలీసులపై పాకిస్తాన్ సైనికులు దాడి చేసిన ఘటనకి సంబంధించింది. ఈ ఫోటోకి  ఇప్పుడు పాకిస్తాన్ లో ఆర్మీకి ^ పోలీసులకి మధ్య జరుగుతున్న గొడవలకి ఎటువంటి సంబంధంలేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-photo-is-not-related-to-the-current-clashes-between-pakistan-army-and-police-in-karachi/
 76 ఏళ్ల తరవాత 2020^ అక్టోబర్ 31వ తేదీన వచ్చే బ్లూ మూన్ రోజున చంద్రుడు నీలం రంగులో కనిపించబోతున్నాడు.,https://factly.in/telugu-moon-will-not-appear-in-blue-colour-on-blue-moon-day/
 దుబ్బాక నియోజకవర్గం ఉప ఎన్నికల ప్రచారంలో భాగంగా తెరాస పార్టీ మద్యం పంపణీ చేస్తున్న ఫోటోలు.,https://factly.in/telugu-old-photos-shared-as-those-related-to-the-current-dubbaka-by-election-campaign/
 హిందూ సనాతన ధర్మం అందరికి తెలిసేవిధంగా ఏడాదిలో 15 పుణ్యక్షేత్రాలు దర్శించినవారికి అయిన ఖర్చంతా తిరిగి ఇచ్చే విధంగా పర్యటన పర్వ్ అనే పథకం మోదీ ప్రభుత్వం తీసుకువచ్చింది.,https://factly.in/telugu-govt-scheme-to-fund-the-travel-expenses-of-tourists-who-visit-15-destinations-is-not-yet-launched/
 పాల్గర్ లో సాధువులను హత్య చేయించిన నాసిక్ ఎన్సీపీ నేత సంజయ్ షిండే కారు ప్రమాదంలో మరణించాడు.,https://factly.in/telugu-there-is-no-relation-between-the-ncp-leader-sanjay-shinde-who-died-in-car-accident-and-palghar-lynchings/
 తాజాగా దుబ్బాకలో టీఆర్ఎస్ పార్టీ గద్దెను ప్రజలు కూల్చేస్తున్న వీడియో.,https://factly.in/telugu-old-video-of-people-demolishing-trs-party-yard-falsely-linked-to-dubbaka-by-election/
 తెలంగాణలోని వరద ప్రవాహంలో ఒక ఎడ్లబండి^ అందులో కూర్చున్న మనుషులు కొట్టుకుపోతున్న వీడియో.,https://factly.in/telugu-video-of-bullock-cart-being-washed-away-in-flood-water-is-from-karnataka-not-telangana/
statement,link
 2020 బీహార్ ఎన్నికల కోసం ముస్లిం ప్రార్థనలో పాల్గొన్న నరేంద్ర మోదీ.,https://factly.in/telugu-2018-video-shared-as-modi-participating-in-prayers-of-muslims-for-2020-bihar-elections/
 కరోనా వైరస్ ఇప్పుడు అత్యంత ప్రమాదకరంగా మారింది. వయసుతో సంబంధం లేకుండా ఎవరినైనా మూడు రోజుల్లోనే లక్షణాలు కనబడకుండానే చంపేస్తుంది – ప్రపంచ ఆరోగ్య సంస్థ.,https://factly.in/telugu-who-did-not-say-that-covid-19-virus-has-become-more-dangerous-and-it-will-kill-anyone-in-3-days/
 తనిష్క్ జ్యువేలర్స్ ‘ఏకత్వం’ యాడ్ ని వ్యతిరేకిస్తూ జామా మసీదు ఫత్వా జారీ చేసింది.,https://factly.in/telugu-jama-masjid-did-not-issue-any-fatwa-against-tanishq-for-their-controversial-baby-shower-ad/
 అప్పటికే పెళ్ళై పిల్లలున్న ఒక ముస్లిం వ్యక్తి మరొక హిందూ యువతిని మోసం చేసి రెండో పెళ్లిచేసుకున్నాడు.,https://factly.in/telugu-econd-marriage-by-a-hindu-man-falsely-shared-as-love-jihad-by-a-muslim/
 హైదరాబాద్ పాత బస్తీ లో హిందూ మహిళలు బతుకమ్మ ఆడినందుకు అరెస్ట్. దానికి సంబంధించిన వీడియో.,https://factly.in/telugu-2018-video-of-women-arrested-for-playing-bathukamma-shared-as-recent/
 ఢిల్లీ-ముంబై ఎక్స్ ప్రెస్ వేలో జంతువులు దాటడానికి నిర్మించిన బ్రిడ్జి ఫోటోలు.,https://factly.in/telugu-these-images-are-actually-of-an-animal-bridge-in-singapore-not-delhi-mumbai-expressway/
 హత్రాస్ బాధిత కుటుంబానికి సంబంధం లేని ఒక నక్సలైట్ ని ఓదారుస్తున్న ప్రియాంక గాంధీ.,https://factly.in/telugu-the-woman-hugged-by-priyanka-gandhi-hugged-in-this-photo-is-the-mother-of-alleged-hathras-rape-victim/
 మహిళలపై జరిగే దాడుల్లో దేశంలోనే రెండో స్థానంలో తెలంగాణ ఉంది.,https://factly.in/telangana-state-is-not-in-the-2nd-position-for-crimes-committed-against-women-in-the-country/
 బీహార్ రాష్ట్రంలో బీజేపీ నిర్వహించిన ఎలక్షన్ ర్యాలీ కి సంబంధించిన ఫోటో.,https://factly.in/telugu-2018-bjp-rally-photo-from-tamil-nadu-is-falsely-linked-to-bihar-election-campaign/
 గండిపేట చెరువు సమీపంలో రోడ్డు ఎదురు ఎక్కుతున్న చేపల వీడియో.,https://factly.in/telugu-video-of-fish-crossing-flooded-street-in-washington-shared-as-gandipet/
statement,link
 చంద్రబాబు కట్టిన రాజధాని అమరావతిలో నీట మునిపోయిన ఇళ్ల ఫోటో.,https://factly.in/telugu-photo-of-houses-submerged-in-rain-water-in-telangana-is-shared-as-that-from-andhra-pradesh/
 రాజమండ్రిలోని రైల్వే బ్రిడ్జిపై పొంగుతున్న గోదావరి వరద వీడియో.,https://factly.in/telugu-2012-video-shared-as-rajahmundry-rail-bridge-flooded-with-water/
 హైదరాబాద్ లో వర్షం నీళ్ళలో కొందరు సరదాగా జారుకుంటూ వెళ్తున్న వీడియో.,https://factly.in/telugu-people-swimming-in-rain-water-in-karachi-is-shared-as-that-from-hyderabad/
 ఇటీవలే హైదరాబాద్ లో కురుస్తున్న వర్షాలకు హిమాయత్ సాగర్ చెరువులో మొసలి ప్రత్యక్షమైన వీడియో.,https://factly.in/telugu-old-video-is-being-shared-as-crocodile-spotted-in-himayatsagar-during-ongoing-rains-in-hyderabad/
 హైదరాబాద్ వరద నీటిలో ట్రాఫిక్ సిగ్నల్ పోస్ట్ కొట్టుకుపోతున్న దృశ్యం.,https://factly.in/telugu-this-video-of-traffic-signal-post-being-swept-away-in-floodwaters-is-from-china-not-hyderabad/
 ఇటీవల హైదరాబాద్ లో కురుస్తున్న వర్షాలకు చేపలు ఇంట్లోకి కొట్టుకు వచ్చిన వీడియో.,https://factly.in/telugu-old-video-of-fishes-entering-the-house-is-being-shared-as-that-during-the-ongoing-hyderabad-rains/
 వర్షం నీళ్ళతో సముద్రాన్ని తలపిస్తున్న హైదరాబాద్ లోని శంషాబాద్ విమానాశ్రయం వీడియో.,https://factly.in/telugu-this-video-of-airport-flooded-with-rainwater-is-not-related-to-hyderabad-airport-rgia/
 హైదరాబాద్ లో ‘13 అక్టోబర్ 2020’ నాడు కురిసిన భారీ వర్షానికి ఉస్మాన్ గంజ్ దగ్గర జనాలు వరద నీటిలో కొట్టుకుపోతున్న వీడియో.,https://factly.in/telugu-old-video-of-vehicles-getting-washed-away-is-shared-as-the-recent-situation-in-rain-hit-hyderabad/
 హైదరాబాద్ వరద నీటిలో ఒక మొసలి ప్రత్యక్షమైందిఫాక్ట్(నిజం): పోస్టులో ఉన్న వీడియో 2019లో గుజరాత్ రాష్ట్రం వడోదరలో వరద నీటిలో మొసలి ప్రత్యక్షమైనప్పటిది. ఈ ఘటనకి హైదరాబాద్ కి ఎటువంటి సంబంధంలేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-video-of-crocodile-in-flood-waters-is-from-vadodara-not-hyderabad/
 ఫోర్బ్స్ నిర్వహించిన ప్రపంచంలో అత్యధికముగా చదువుకున్న నాయకుల సర్వేలో రాహుల్ గాంధీ 7 వ స్థానంలో నిలిచారు.,https://factly.in/telugu-forbes-did-not-conduct-any-survey-that-reported-rahul-gandhi-to-be-the-7th-most-educated-politician/
statement,link
 హిందువులపై అనుచిత వ్యాఖ్యలు చేసిన కాంగ్రెస్ లీడర్ ఫూల్ సింగ్ ప్రత్యశీని ప్రజలు కొడుతున్న వీడియో.ఫాక్ట్(నిజం):  ఈ వీడియో 2016లో BJP కేంద్ర మంత్రి బాబుల్ సుప్రియో పశ్చిమ బెంగాల్ లోని ఆసన్ సోల్ లో పర్యటించినప్పుడు TMC కార్యకర్తలు వారిపై దాడి చేసినప్పటిది. ఈ వీడియోలో దెబ్బలు తింటున్న వ్యక్తి ఒక BJP కార్యకర్త^ పైగా ఈ దాడి హిందువులపై అనుచిత వ్యాఖ్యలు చేసినందుకు జరగలేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-old-and-unrelated-video-shared-as-congress-leader-beaten-for-making-untoward-comments-on-hindus/
 ఇటీవల హైదరాబాద్ లో కురిసిన భారీ వర్షానికి కాచిగూడ రైల్వే స్టేషన్ లో పట్టాలు పూర్తిగా నీటమునిగిన ఫోటో.ఫాక్ట్(నిజం): ఈ ఫోటో ఆంధ్రప్రదేశ్ లోని నిడదవోలు రైల్వే స్టేషన్ కి సంబంధించింది^ ఈ ఫోటోకి కాచిగూడ రైల్వే స్టేషన్ కి అసలు సంబంధం లేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-photo-shows-the-nidadavole-railway-station-ap-tracks-filled-with-rainwater-not-kacheguda/
 ముస్లిం కుర్రాడిని వివాహం చేసుకోవద్దని చెప్తూ తండ్రి తన తలపాగాను కుమార్తె పాదాల వద్ద ఉంచుతున్న వీడియో.,https://factly.in/telugu-marriage-of-a-couple-from-same-community-falsely-shared-as-love-jihad/
 ఆంధ్రప్రదేశ్ లోని రోడ్డు పై లారీ బోల్తా కొట్టిన దృశ్యం.ఫాక్ట్ (నిజం): ఈ ఘటన తెలంగాణలోని కరీంనగర్ జిల్లా మల్కాపూర్ బైపాస్ రోడ్డు పై చోటు చేసుకుంది. ఈ ఘటన ఆంధ్రప్రదేశ్ కి సంబంధించింది కాదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,https://factly.in/telugu-this-video-of-lorry-overturning-on-a-potholed-road-is-not-from-andhra-pradesh/
 ఆంధ్రప్రదేశ్ తెలంగాణ రాష్ట్రాలలో గుంతలతో ఉన్న రోడ్లు ఫోటోలు.,https://factly.in/telugu-unrelated-photos-falsely-linked-to-condition-of-roads-in-andhra-pradesh/
 ఉపాధి కల్పించే రిక్షాని సీజ్ చేసి పట్టుకెళ్లిపోతున్నారన్న బాధలో ఏడుస్తున్న భారత దేశంలోని ఒక రిక్షా డ్రైవర్.,https://factly.in/telugu-photo-from-bangladesh-shared-as-indian-government-apathy-towards-the-poor/
 ఆకలి తీర్చుకోవడం కోసం బ్రెడ్ దొంగతనం చేసిన కుర్రాడి ఫోటో. కుర్రాడి ఆకలి తీర్చడంలో విఫలమైనందున కోర్టు లో ఉన్నవారని^ షాప్ యజమానిని జరిమానా కట్టాలని తీర్పు ఇచ్చిన జడ్జీ.,https://factly.in/telugu-this-boy-was-arrested-for-killing-his-brother-not-for-stealing-bread/
 దుబ్బాక ఉపఎన్నికలో ఓట్ల కోసం ఒక వ్యక్తి స్నానం చేస్తుంటే టీఆర్ఎస్ నాయకుడు ఒకరు నీళ్ళు పోస్తున్న ఫోటో.,https://factly.in/telugu-2018-photo-of-trs-leader-campaign-is-falsely-linked-to-dubbaka-assembly-bypoll/
 హైదరాబాద్ దుర్గం చెరువుపై నిర్మించిన కేబుల్ బ్రిడ్జిపై జరిగిన మొదటి ఆక్సిడెంట్ కి సంబంధించిన వీడియో.,https://factly.in/telugu-unrelated-video-falsely-shared-as-an-accident-video-on-durgam-cheruvu-cable-bridge-hyderabad/
 చంద్రబాబు ప్రభుత్వం ఉన్నప్పుడు నిర్మించిన రహదారి ఫోటో.,https://factly.in/telugu-ahmedabad-vadodara-expressway-falsely-credited-to-andhra-pradesh-ex-cm-chandrababu-naidu/
statement,link
 తెలంగాణలో ముఖ్యమంత్రి కెసిఆర్ కట్టించిన అద్భుతమైన రహదారి ఫోటో.,https://factly.in/telugu-ap-highway-photo-is-falsely-credited-to-kcr/
 బీహార్ ఎన్నికల నేపధ్యంలో నాన్నమ్మ ఇందిరా గాంధీ చీర కట్టుకున్న ప్రియాంక గాంధీ.,https://factly.in/telugu-2009-photo-falsely-shared-as-priyanka-wearing-indiras-saree-because-of-bihar-assembly-elections-2020/
 ఇటీవలే 08 అక్టోబర్ 2020న బెంగాల్ లో BJP కార్యకర్తలు సెక్రటేరియేట్ వరకు మార్చ్ నిర్వహించే కార్యక్రమంలో పోలీసులకి^ BJP కార్యకర్తలకి మధ్య జరిగిన ఘర్షణల సందర్భంలో టీయర్ గ్యాస్ కానిస్టర్ ని తంతున్న BJP కార్యకర్త.ఫాక్ట్(నిజం): పోస్టులో ఉన్న వీడియోలోని పోలీస్ వాహనాలు ఇండోనేషియా పోలీస్ వాహనాలను పోలి ఉన్నాయి. ఈ  వీడియోని ఇండోనేషియాలో జరిగిన నిరసనలకు సంబంధించిందని చెప్తూ redfish అనే మీడియా సంస్థ తన సోషల్ మీడియా అకౌంట్స్ లో షేర్ చేసింది. దీన్నిబట్టి ఈ వీడియోకి పశ్చిమ బెంగాల్ కి సంబంధంలేదని చెప్పొచ్చు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-this-video-of-a-person-kicking-the-tear-gas-canister-is-from-indonesia/
 1948 లో తెలంగాణా నుంచి నిజాం రజాకార్ల చేత తరిమి వేయబడుతున్న హిందూ కుటుంబాల ఫోటో.,https://factly.in/telugu-1971-photo-is-falsely-shared-as-hindu-families-being-thrown-out-of-telangana-by-nizams-in-1948/
 పశ్చిమ బెంగాల్ లో ఉదృతంగా సాగుతున్న కమ్యూనిస్టుల ప్రచారం. CPI పార్టీ ప్రచార వాహనం ఎదుట కేవలం ఒక్కరే కార్యకర్త ఫాక్ట్(నిజం):  పోస్టులో ఉన్న ఫొటోలోని జీప్ పై ఉన్న బ్యానర్ పైన వ్యాఖ్యలు మలయాళంలో రాసి ఉన్నాయి. దీన్నిబట్టి ఈ ఫోటోకి బెంగాల్ కి సంబంధంలేదని చెప్పొచ్చు. పైగా ఈ ఫోటో 2019 నుండి కేరళ నేపథ్యంలో షేర్ చేస్తున్నారు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-kerala-campaign-photo-is-shared-as-the-one-from-west-bengal/
 ఇటీవల కాలంలో నరసరావుపేటలోని శృంగేరీ శంకర మఠం సమీపంలో ఉన్న సరస్వతీ విగ్రహాన్ని దారుణంగా ధ్వంసం చేసారు.,https://factly.in/telugu-accidentally-damaged-saraswati-idol-2-years-ago-is-now-shared-with-false-narrative/
 పలాస రైల్వే స్టేషన్ లో దొరికిన పర్సు^ ID కార్డులకి సంబంధించి ఒక వ్యక్తి పెట్టిన ఫార్వర్డ్ మెసేజ్.,https://factly.in/telugu-the-lost-wallet-of-a-army-jawan-at-palasa-railway-station-was-returned-in-2019-itself/
క్లెయిమ్ (దావా):  భారత ప్రధాని మోదీ విదేశీ ప్రయాణాల కోసం కొనుగోలు చేసిన విమానం ఫోటో.,https://factly.in/telugu-this-is-not-the-retrofitted-boeing-777-300-er-air-india-one-which-will-be-used-to-fly-vvips-including-pm-modi/
 ఆడవాళ్ళని చుస్తే మగవాళ్ళకి అత్యాచారం చేయాలనిపిస్తుంది^ అందుకే స్త్రీలు వంట గదికే పరిమితం అవ్వాలి అని ఉత్తరప్రదేశ్ ముఖ్యమంత్రి యోగి ఆదిత్యనాథ్ అన్నాడు.,https://factly.in/telugu-up-cm-yogi-adityanath-did-not-make-these-comments-on-women/
 హత్రాస్ బాధితురాలి ఇంట్లోకి దౌర్జన్యంగా చొరబడి^ తనకు సంబంధించిన కాగితాలు^ సర్టిఫికెట్లు తీసుకొని వేళ్తున్న యూపీ పోలీసుల వీడియో.,https://factly.in/telugu-this-video-of-up-police-barging-into-a-house-is-not-of-hathras-rape-victim/
statement,link
 హత్రాస్ అత్యాచార ఘటనలో మరణించిన బాధితురాలి అంత్యక్రియలను ల్యాప్టాప్ లో ప్రత్యక్షంగా వీక్షిస్తున్న ఉత్తర ప్రదేశ్ ముఖ్యమంత్రి యోగి ఆదిత్యనాథ్.,https://factly.in/telugu-image-of-yogi-adityanath-watching-live-telecast-of-the-cremation-of-hathras-rape-victim-is-morphed/
 హత్రాస్ అత్యాచార బాధితురాలికి సంబంధించిన ఫోటోలు^ వీడియో.,https://factly.in/telugu-felicitation-video-of-an-e-commerce-associate-is-portrayed-as-that-of-hathras-rape-victim/
 మధ్యప్రదేశ్ మాజీ ముఖ్యమంత్రి దిగ్విజయ్ సింగ్ కుమార్తె షూటర్ శ్రేయాసి సింగ్ BJPలో చేరారుఫాక్ట్(నిజం): పోస్టులో చెప్పిన శ్రేయసి సింగ్ బీహార్ కి చెందిన మాజీ కేంద్రమంత్రి దిగ్విజయ్ సింగ్ కూతురు. ఐతే తనకి కాంగ్రెస్ పార్టీకి చెందిన మధ్య ప్రదేశ్ మాజీ ముఖ్యమంత్రి దిగ్విజయ్ సింగ్ కి ఎటువంటి సంబంధం లేదు. అసలు మధ్య ప్రదేశ్ మాజీ ముఖ్యమంత్రి దిగ్విజయ్ సింగ్ కి శ్రేయసి సింగ్ అనే కూతురు లేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-the-woman-in-this-picture-is-not-the-daughter-of-former-madhya-pradesh-cm-digvijay-singh/
 ఉత్తరప్రదేశ్ దళిత మహిళ అత్యాచార కేసులో నిందితుడైన సందీప్ ఠాకూర్ తండ్రికి BJP నేతలతో సంబంధం ఉంది. దీనికి సంబంధించి కొన్ని ఫోటోలు.ఫాక్ట్(నిజం): పోస్టులో ఉన్న ఫొటోలో ఉన్న వ్యక్తి ప్రయాగ్ రాజ్ కి చెందిన BJP నేత^ ఇతనిపై  అత్యాచారం కేసు రిజిస్టర్ అయింది ^ కానీ ఇతనికి హత్రాస్ రేప్ కి ఎటువంటి సంబంధం లేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-bjp-leader-in-this-photo-has-no-relation-to-the-hathras-incident/
క్లెయిమ్ (దావా): ఈ సగం కాలిపోయిన శవం ఫోటో ఉత్తరప్రదేశ్ లో జరిగిన ఘటన కి సంబంధించింది.ఫాక్ట్ (నిజం):  పోస్టులోని ఫోటో ధార్ ‌జిల్లా (మధ్యప్రదేశ్) లో జరిగిన ఒక మహిళ హత్య కి సంబంధించింది. గొడవల కారణంగా ఫోటోలోని మహిళని గోవింద్^ సోహన్ అనే ఇద్దరు యువకులు చంపినట్టు ఆరోపించబడింది. కొందరు ఆ యువతిని రేప్ చేసి చంపారు అని పోస్ట్ చేసారు^ కానీ ఆ హత్య పై నమోదు చేసిన FIR లో రేప్ ప్రస్తావన లేదు. కావున పోస్ట్ లో చెప్పింది తప్పు.,https://factly.in/telugu-this-incident-of-half-burnt-womans-body-is-from-madhya-pradesh/
 ఉత్తరప్రదేశ్ దళిత మహిళ అత్యాచార కేసులో పోలీసులు సమీర్ ఖాన్ అనే కాంగ్రెస్ లీడర్ ని అరెస్ట్ చేసారు.,https://factly.in/telugu-unrelated-photo-falsely-shared-as-the-accused-congress-leader-in-hathras-rape-case/
క్లెయిమ్ (దావా): తాజగా విజ్ఞాన్^ గీతం^ కే ఎల్ ల ‘యూనివ‌ర్శిటీ’ హోదాను ర‌ద్దు చేసిన యూజీసీ.,https://factly.in/telugu-ugc-did-not-cancel-the-gitam-vignan-kl-deemed-to-be-university-status/
క్లెయిమ్ (దావా):  పంజాబ్ లో అత్యాచారానికి గురై^ హత్య చేయబడిన మహిళా పోలీస్ కానిస్టేబుల్ ఫోటోలు.ఫాక్ట్ (నిజం): ఫోటోల్లో ఉన్న మహిళా పోలీస్ కానిస్టేబుల్ ఒక రోడ్డు ప్రమాదంలో మరణించింది. తను యాక్టివా మీద వెళ్తుండగా మహీంద్రా స్కార్పియో తన వాహనాన్ని ఢీ కొట్టింది. తను అక్కడే మరణించింది. కావున పోస్ట్ లో చెప్పింది తప్పు.,https://factly.in/telugu-female-police-constable-in-punjab-was-not-raped-murdered-she-died-in-accident/
 ‘కోవిడ్-19 లాంటి క్లిష్ట పరిస్థితుల్లో 150 దేశాలకు భారత్ అవసరమైన మందులు సరఫరా చేసింది. అక్కడి నాయకత్వంలో ఉన్న సేవా భావం ప్రపంచానికి ఆదర్శంగా నిలుస్తుంది’ అని WHO చీఫ్ టేడ్రోస్ ప్రశంసించాడు.,https://factly.in/telugu-who-chief-did-not-claim-india-supplied-medicines-to-150-countries-during-covid-19/
